customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2660,Teresa Sutton,wilkersonkatherine.2660@example.org,Nicaragua,2021-10-14,Standard,2624.0
2661,Sarah Fields,bowenjonathan.2661@example.net,Swaziland,2021-08-05,Standard,2449.26
2662,Jeffrey Walker,michelle01.2662@example.org,Marshall Islands,2021-06-26,Standard,549.2
2663,Megan Hood,jasminjohnson.2663@example.org,Mali,2021-07-03,Standard,1419.94
2664,Michelle Mcdonald,ruizkimberly.2664@example.net,Yemen,2020-10-05,Basic,414.59
2665,Ashley Gilbert,brodriguez.2665@example.net,Syrian Arab Republic,2021-09-01,Basic,206.25
2666,Leah Travis,davidharris.2666@example.net,El Salvador,2024-05-29,Standard,2102.6
2667,Gerald Perez,hhenry.2667@example.net,Kiribati,2022-01-08,Standard,1533.43
2668,Dustin Smith,gcastro.2668@example.org,Saint Kitts and Nevis,2025-03-22,Basic,238.01
2669,Matthew Caldwell,kristen78.2669@example.org,French Polynesia,2025-06-23,Standard,1143.22
2670,Carla Holloway,laurentaylor.2670@example.com,India,2025-02-01,Basic,685.33
2671,Kristen Bradford,clarkepatrick.2671@example.net,Eritrea,2023-08-10,Premium,17591.6
2672,Melanie Kelly,bestrada.2672@example.com,Jordan,2022-02-11,Premium,16622.76
2673,Teresa Harding,sanchezmelissa.2673@example.com,Benin,2026-03-20,Standard,2758.83
2674,Jasmine Smith,brian16.2674@example.com,Vanuatu,2021-05-16,Standard,2866.46
2675,Deanna Casey,robinsonmichael.2675@example.net,Finland,2023-02-08,Standard,1577.12
2676,Courtney Taylor,jacquelineneal.2676@example.net,Mauritius,2023-01-12,Basic,77.36
2677,Brian Coleman,wesley30.2677@example.org,Sudan,2024-12-25,Premium,16401.28
2678,Brian Buck,cervantesleslie.2678@example.org,Honduras,2023-08-28,Standard,1973.61
2679,Jasmine Carter,wcortez.2679@example.net,Rwanda,2025-05-06,Standard,1265.45
2680,Crystal Pierce,jerryparrish.2680@example.net,Bermuda,2026-02-22,Basic,780.43
2681,Jennifer Mack,nguyenlori.2681@example.com,Cape Verde,2022-08-11,Standard,1148.32
2682,Savannah Martinez,zwagner.2682@example.net,Latvia,2025-11-06,Standard,2741.38
2683,Randy Bullock,andreaflores.2683@example.org,United States of America,2021-02-18,Standard,1859.24
2684,Jacob Hart,grivera.2684@example.org,Madagascar,2026-02-15,Standard,302.6
2685,Margaret Farmer,petersonjordan.2685@example.com,Sudan,2021-03-10,Basic,688.27
2686,Edward Carter,umartin.2686@example.com,Senegal,2025-09-07,Standard,2334.19
2687,Hunter Alexander,kelsey67.2687@example.com,Anguilla,2022-08-10,Standard,1998.97
2688,James Baker,gharris.2688@example.com,Pakistan,2026-06-13,Basic,491.67
2689,Dr. Daniel Tucker,pschmidt.2689@example.org,Gambia,2020-11-11,Standard,812.74
2690,Benjamin Turner,alyssaparsons.2690@example.com,Tanzania,2023-02-10,Premium,5860.75
2691,Christopher Green,janice26.2691@example.org,Sao Tome and Principe,2026-01-11,Standard,281.68
2692,Charlene Black,zjennings.2692@example.org,French Southern Territories,2020-04-25,Basic,123.31
2693,Matthew Bennett,westroy.2693@example.org,Costa Rica,2021-10-09,Basic,269.19
2694,George Barber,timothyjones.2694@example.net,Uruguay,2020-07-23,Standard,1714.03
2695,Calvin Barry,salvarez.2695@example.org,Jersey,2022-02-23,Basic,104.65
2696,Rebecca Holmes,alawson.2696@example.net,Vietnam,2022-08-11,Standard,1761.2
2697,George Wood,ogarza.2697@example.org,Dominica,2024-02-20,Standard,937.3
2698,Kara Lane,adam08.2698@example.net,Samoa,2021-09-21,Standard,911.09
2699,David Smith,kruegermark.2699@example.com,Congo,2021-01-22,Standard,2854.24
2700,Julie Page,robert07.2700@example.net,Guatemala,2021-02-18,Standard,2978.56
2701,Daisy Harrington,erik19.2701@example.net,Eritrea,2026-04-10,Basic,649.15
2702,Bianca Chandler,meganwoods.2702@example.com,Cocos (Keeling) Islands,2026-05-16,Standard,352.3
2703,Brian Juarez,mccarthygregory.2703@example.net,Syrian Arab Republic,2021-06-24,Basic,582.91
2704,Bryan Vasquez,pgreer.2704@example.com,Jamaica,2021-04-22,Standard,699.59
2705,Jacqueline Roberts,brianphillips.2705@example.net,Taiwan,2020-05-12,Standard,1793.82
2706,Todd Houston,oray.2706@example.org,Zimbabwe,2026-05-31,Premium,18086.85
2707,Steven Burgess,clarkmelissa.2707@example.org,Montenegro,2024-09-20,Standard,1264.55
2708,James Simpson,davistiffany.2708@example.com,Belarus,2025-01-31,Premium,18719.15
2709,Stephen Malone,hendersonanthony.2709@example.org,Uruguay,2021-12-10,Standard,2183.44
2710,Richard Beasley,lindamiller.2710@example.org,Poland,2024-04-14,Basic,240.81
2711,Jason Ellis,pughkelly.2711@example.org,El Salvador,2020-05-26,Basic,75.93
2712,Donald Wallace,nicholas31.2712@example.com,Dominican Republic,2024-07-08,Premium,16676.32
2713,Nicole Nguyen,fernandezsusan.2713@example.org,Bahamas,2023-11-16,Standard,1482.57
2714,Krista Rodriguez,nicolegilbert.2714@example.net,Netherlands,2022-03-20,Premium,3308.48
2715,Wendy Snyder,joannawalker.2715@example.com,Mauritius,2024-09-30,Basic,82.5
2716,Matthew Evans,mooreashley.2716@example.com,Sierra Leone,2024-04-27,Standard,2907.49
2717,James Rivera,bbrown.2717@example.net,Chile,2022-12-08,Standard,880.41
2718,William Chapman,jroy.2718@example.net,Estonia,2021-03-31,Standard,2906.46
2719,Robert Barnes,andrew08.2719@example.net,Lithuania,2020-02-27,Standard,2107.25
2720,Mary Nielsen,karen02.2720@example.org,Mongolia,2026-04-08,Standard,1041.38
2721,Paula Blackburn,brookemartin.2721@example.org,Turkmenistan,2021-11-18,Standard,1274.44
2722,Amanda Perez,christineramirez.2722@example.net,United Arab Emirates,2022-01-06,Premium,15986.69
2723,Tyler Sanchez,michaellee.2723@example.org,Bangladesh,2024-07-21,Premium,9837.47
2724,Hailey Mcpherson,moorenicholas.2724@example.net,Brazil,2021-09-15,Premium,3345.51
2725,Amanda Wyatt,veronicacampbell.2725@example.net,Mozambique,2022-07-06,Standard,843.48
2726,Danielle Golden,heather39.2726@example.org,French Polynesia,2024-10-02,Basic,688.28
2727,Robert Johnson,phillipmartin.2727@example.com,Mongolia,2023-12-24,Standard,2149.29
2728,Ann Hobbs,daviddecker.2728@example.com,Azerbaijan,2024-05-22,Basic,400.81
2729,Terry Carr,wdeleon.2729@example.net,Nicaragua,2020-01-12,Standard,887.39
2730,Jennifer Jones,stephaniewilson.2730@example.org,Kuwait,2023-01-07,Basic,379.67
2731,Janet Larson,brianna42.2731@example.org,Tonga,2023-03-06,Basic,631.08
2732,William Davis,danielle93.2732@example.com,Bulgaria,2024-03-24,Standard,428.32
2733,Jaime Sharp,randalljones.2733@example.org,Brunei Darussalam,2021-01-04,Basic,795.81
2734,Michael Romero,rwyatt.2734@example.com,United States Virgin Islands,2021-01-24,Standard,2607.34
2735,Stefanie Simmons,gking.2735@example.org,Kiribati,2025-02-04,Basic,254.37
2736,Sherry Barrera,anthonyduncan.2736@example.org,Germany,2024-07-02,Standard,2637.61
2737,Hector Hall,josephlee.2737@example.net,Greenland,2025-06-03,Standard,2108.8
2738,Brenda Perkins,alejandro14.2738@example.org,Bosnia and Herzegovina,2021-10-22,Standard,2065.79
2739,Mr. Mark Green,john08.2739@example.com,Netherlands,2026-09-02,Basic,111.77
2740,Brandon Gardner,nicholasfigueroa.2740@example.org,Russian Federation,2021-10-28,Basic,724.72
2741,Nancy Costa,courtney58.2741@example.org,Gabon,2024-05-08,Standard,1460.96
2742,Sandra Gonzalez,bvasquez.2742@example.com,Cote d'Ivoire,2021-01-31,Basic,642.58
2743,Brandon Salas,katherinechapman.2743@example.net,Western Sahara,2026-02-20,Basic,239.62
2744,Toni Hill,martintanner.2744@example.net,Turks and Caicos Islands,2022-03-22,Standard,1062.41
2745,Patrick Jackson,dana58.2745@example.net,Singapore,2025-05-13,Premium,19364.41
2746,Alicia Romero,holly72.2746@example.com,Indonesia,2022-03-19,Premium,10939.88
2747,Thomas Atkins,lmartinez.2747@example.org,Northern Mariana Islands,2025-04-15,Premium,3078.03
2748,Christopher White,jillian19.2748@example.com,Guernsey,2023-01-14,Premium,17042.72
2749,Mary Reid,fischeramanda.2749@example.com,Chile,2020-06-01,Basic,181.78
2750,Darlene White,seth86.2750@example.org,American Samoa,2021-04-10,Standard,2660.51
2751,Donald Roberts,rosalesgavin.2751@example.org,Montserrat,2024-07-26,Standard,2766.03
2752,Jennifer Jackson,brookefrench.2752@example.net,Puerto Rico,2021-04-16,Standard,403.74
2753,Thomas Snow,awilliams.2753@example.com,Sweden,2021-11-03,Standard,1830.8
2754,John Mitchell,mccartymichael.2754@example.org,Armenia,2023-08-15,Standard,2948.27
2755,Angela Robinson,lovechristina.2755@example.org,Heard Island and McDonald Islands,2021-09-09,Standard,2806.57
2756,John Miller,amberthompson.2756@example.org,Nauru,2020-11-10,Standard,1670.68
2757,Alex Rice,patricksmith.2757@example.org,Kyrgyz Republic,2024-03-04,Standard,2105.38
2758,Brian Cohen,uhopkins.2758@example.com,Italy,2024-08-09,Premium,12876.72
2759,Daniel Fox,wellsryan.2759@example.org,Wallis and Futuna,2024-11-25,Basic,162.6
2760,Curtis Henderson,alex95.2760@example.org,Kenya,2026-04-24,Premium,13753.96
2761,William Mercado,ohopkins.2761@example.net,Solomon Islands,2020-10-31,Standard,1132.8
2762,Micheal Hanna,pwilson.2762@example.net,French Southern Territories,2022-11-08,Standard,1146.32
2763,Steven Roberts,sheilabaldwin.2763@example.com,United States Virgin Islands,2021-07-25,Standard,1375.97
2764,Kelly Woods,stevemarshall.2764@example.net,Italy,2026-01-09,Basic,681.74
2765,Catherine Villegas,hendersonheather.2765@example.com,Svalbard & Jan Mayen Islands,2023-08-11,Premium,6290.22
2766,Ariel Pierce,nichole17.2766@example.com,Angola,2020-08-28,Basic,200.63
2767,Carrie Terry,hufftroy.2767@example.net,Armenia,2024-08-17,Basic,5.87
2768,Derek Mack,justinrobinson.2768@example.com,Chile,2020-04-14,Standard,634.02
2769,Kathryn Price,josephpatterson.2769@example.com,Equatorial Guinea,2021-10-31,Standard,2940.3
2770,Edward Herrera,ahudson.2770@example.org,Samoa,2024-10-27,Premium,9809.66
2771,Amanda Watts,nicholasjuarez.2771@example.com,China,2023-05-20,Basic,156.13
2772,Adam Bernard,zacharygross.2772@example.com,Nepal,2025-02-01,Standard,2903.91
2773,Debra Davis,jeremy55.2773@example.com,Saint Kitts and Nevis,2023-10-26,Premium,2488.12
2774,Amanda Norman,jimmy99.2774@example.org,Lesotho,2025-08-20,Standard,1555.67
2775,Matthew Jenkins Jr.,greenronald.2775@example.com,Cyprus,2023-10-05,Premium,16482.84
2776,Jim Foster,hwagner.2776@example.com,Honduras,2020-05-18,Standard,2363.91
2777,Heather Perry,danielsshannon.2777@example.net,Ukraine,2020-06-23,Standard,729.81
2778,Nicole Powell,isweeney.2778@example.net,Uzbekistan,2025-03-12,Premium,14740.21
2779,Jake Holmes,richardsonkenneth.2779@example.net,New Caledonia,2020-04-04,Basic,497.83
2780,Carol Cameron,maysedward.2780@example.com,Algeria,2022-07-08,Standard,2090.77
2781,William Cox,matthew78.2781@example.com,Sao Tome and Principe,2020-02-09,Standard,945.09
2782,Jill Melendez,cjohnson.2782@example.org,Nauru,2022-01-10,Standard,2470.06
2783,Daniel Roth,jasonsanders.2783@example.net,Latvia,2023-12-24,Basic,447.39
2784,Jason Mathews,kelleyderek.2784@example.net,United States Minor Outlying Islands,2021-02-26,Standard,2230.22
2785,Matthew Jordan,kimberly90.2785@example.net,Cuba,2023-02-12,Basic,751.66
2786,Laura Harris,erica06.2786@example.com,Pitcairn Islands,2026-08-29,Standard,2595.39
2787,Victoria Johnson,heathersteele.2787@example.net,Tanzania,2020-06-21,Basic,625.87
2788,Laura Taylor,lauren50.2788@example.net,British Indian Ocean Territory (Chagos Archipelago),2020-06-04,Standard,1011.02
2789,Michael Jones,pbrown.2789@example.net,Tonga,2021-10-24,Basic,43.27
2790,Daniel Combs,cvega.2790@example.org,Serbia,2025-07-12,Premium,12343.6
2791,Alexis Lee,moralesfrancisco.2791@example.net,Sudan,2022-09-17,Basic,27.61
2792,Zachary Velasquez,katiehicks.2792@example.net,Venezuela,2024-04-10,Basic,571.35
2793,Tracy Hammond,tracyhoffman.2793@example.com,Sierra Leone,2020-03-23,Standard,2263.1
2794,Samantha Parker,stevenellis.2794@example.org,Estonia,2024-11-30,Standard,1776.15
2795,Michael Nichols,richardcarter.2795@example.org,Zimbabwe,2020-06-13,Standard,670.83
2796,Elizabeth Mayo,teresamiller.2796@example.org,Netherlands Antilles,2024-10-04,Standard,2652.02
2797,Jennifer Johnson,rodriguezmichael.2797@example.net,Hong Kong,2020-12-27,Standard,1868.58
2798,Aaron Green,bryanmorgan.2798@example.net,New Caledonia,2025-09-27,Standard,1641.7
2799,Natalie Ramirez,susannelson.2799@example.net,Solomon Islands,2021-12-24,Standard,1789.26
2800,Natalie Owens,lisaterry.2800@example.net,Mauritania,2021-03-24,Premium,3491.97
2801,James Davidson,perrywayne.2801@example.org,Panama,2022-04-02,Basic,592.35
2802,Sharon Blake,ericacooper.2802@example.net,Uruguay,2020-01-03,Premium,3093.96
2803,Lauren Sharp,garciadebra.2803@example.com,Cambodia,2021-02-07,Standard,1819.49
2804,Ashley Brown,murphyjames.2804@example.com,Netherlands Antilles,2024-01-01,Premium,5046.63
2805,Christina Palmer,robertevans.2805@example.com,Mauritius,2022-01-04,Premium,5738.63
2806,James Rice,holmesrachel.2806@example.org,Netherlands Antilles,2022-05-14,Premium,6198.58
2807,Sarah Nguyen,ppierce.2807@example.com,Yemen,2025-05-25,Standard,240.06
2808,Mary Church,guerreroandrew.2808@example.org,Zambia,2020-10-29,Standard,2697.15
2809,Jason Smith,darleneowens.2809@example.com,Vietnam,2022-08-24,Standard,2451.86
2810,Carolyn Kennedy,ballnicole.2810@example.com,India,2021-03-30,Standard,287.6
2811,Cynthia Wilson,alexisjohnson.2811@example.org,Azerbaijan,2023-03-25,Standard,359.56
2812,Deborah Adams,virginiafisher.2812@example.net,Greece,2022-03-21,Premium,16091.78
2813,Zachary Becker,lmccoy.2813@example.net,Turkey,2020-04-22,Premium,2122.46
2814,Paul Cochran,fyoder.2814@example.org,Venezuela,2020-06-20,Standard,1513.2
2815,Kyle Richards,kennethsandoval.2815@example.com,Wallis and Futuna,2025-09-12,Standard,500.43
2816,Juan Adams,summerellis.2816@example.org,Korea,2020-05-18,Standard,1856.57
2817,James Juarez,tmorrow.2817@example.org,Afghanistan,2025-03-26,Standard,2995.35
2818,Ryan Vance,samanthacarter.2818@example.com,Gambia,2026-02-14,Basic,137.62
2819,Paul Graves,belljeffrey.2819@example.com,Suriname,2023-02-11,Premium,19220.31
2820,Tricia Russo,xclarke.2820@example.com,Sweden,2022-02-01,Standard,2623.34
2821,Shannon Hudson,mary88.2821@example.org,Luxembourg,2025-03-10,Premium,19745.39
2822,Christian Gonzalez,aprilhill.2822@example.net,Brunei Darussalam,2026-07-26,Standard,2345.33
2823,Lori Rice,ronniejames.2823@example.com,Finland,2020-10-21,Standard,2599.58
2824,Tracy Wyatt,andersonbonnie.2824@example.net,Papua New Guinea,2026-06-12,Basic,475.68
2825,Joseph Lopez,denniswilliams.2825@example.com,Isle of Man,2026-04-23,Premium,17611.11
2826,Tiffany Carroll,alexbutler.2826@example.org,Ireland,2020-12-14,Standard,512.23
2827,Dr. Theresa Sandoval,jaimecooper.2827@example.net,Cape Verde,2020-05-13,Premium,15349.78
2828,William Hawkins,jasonwalton.2828@example.net,Kyrgyz Republic,2024-10-11,Standard,1960.43
2829,Jessica Turner,lhayes.2829@example.com,Egypt,2020-07-08,Premium,3077.24
2830,Robin Davis,alicia08.2830@example.com,Cook Islands,2024-01-07,Premium,7248.63
2831,Jennifer Johnson DVM,theresagreene.2831@example.org,French Guiana,2020-06-07,Basic,172.89
2832,Misty Acevedo,brandon76.2832@example.org,Zimbabwe,2024-08-13,Premium,9293.16
2833,Kristy Robinson,joyce30.2833@example.com,British Indian Ocean Territory (Chagos Archipelago),2021-07-19,Standard,755.39
2834,Steven Bridges,harrislisa.2834@example.com,Latvia,2020-08-22,Basic,219.86
2835,Sandra Reyes,antoniosalazar.2835@example.com,Cayman Islands,2020-06-11,Basic,236.82
2836,Mariah Brown,kennethsmith.2836@example.net,Cocos (Keeling) Islands,2021-04-05,Basic,479.85
2837,Wendy Patterson,matthewhall.2837@example.net,Western Sahara,2023-08-13,Standard,577.65
2838,Thomas Carroll,deanjose.2838@example.net,Sweden,2020-07-06,Standard,875.08
2839,Sherry Miller,banksmeredith.2839@example.com,Palestinian Territory,2025-05-13,Basic,253.72
2840,Brian Fox,john07.2840@example.net,Montserrat,2024-01-15,Premium,10083.22
2841,Robert Parker,tiffany24.2841@example.org,Equatorial Guinea,2021-12-27,Basic,30.47
2842,Karen Montgomery,pagelouis.2842@example.org,Thailand,2026-08-06,Premium,19985.81
2843,Craig Jackson MD,ddavis.2843@example.com,Guernsey,2024-05-27,Basic,240.31
2844,Cassie Williams,perezchristopher.2844@example.net,Puerto Rico,2024-06-28,Standard,1004.57
2845,Craig Washington,martha99.2845@example.net,Cote d'Ivoire,2021-02-28,Standard,1753.64
2846,Edward Davies,twilliams.2846@example.net,Falkland Islands (Malvinas),2024-10-01,Standard,2591.29
2847,Katherine Johnson,mmitchell.2847@example.org,San Marino,2023-09-27,Premium,10222.57
2848,Austin Schmitt,xcline.2848@example.org,Albania,2026-08-01,Standard,896.75
2849,John Johnson,egutierrez.2849@example.net,Uruguay,2023-03-13,Basic,452.7
2850,Angela Bell,christopher32.2850@example.net,Congo,2024-07-13,Standard,1552.24
2851,Hailey Stephens,benjamin18.2851@example.com,Belgium,2022-04-13,Standard,1384.61
2852,Robert Long,morrismary.2852@example.com,Haiti,2020-04-08,Premium,19709.89
2853,John Kennedy,carriewilson.2853@example.com,Australia,2020-11-08,Standard,2988.66
2854,Steven Wilson,alex30.2854@example.net,Falkland Islands (Malvinas),2025-10-18,Standard,1773.44
2855,Cassandra Brock,vangjohn.2855@example.net,Anguilla,2024-12-07,Premium,3224.07
2856,Nancy Williams,briannalong.2856@example.org,Malaysia,2022-06-09,Basic,453.53
2857,Diana Stanton,rose88.2857@example.com,Samoa,2024-08-31,Standard,2866.92
2858,Frank Franklin,kelleramanda.2858@example.org,Guadeloupe,2020-01-11,Standard,2791.94
2859,Kyle Camacho,arellanopatrick.2859@example.net,Saint Helena,2020-03-31,Basic,172.4
2860,Colton Duke,matthewbutler.2860@example.org,French Southern Territories,2023-05-23,Standard,732.33
2861,Sara Freeman,melissa88.2861@example.org,Madagascar,2024-03-06,Basic,121.8
2862,William Baldwin,criddle.2862@example.net,Netherlands Antilles,2026-04-07,Standard,2495.4
2863,Veronica Glenn,fernandezjennifer.2863@example.net,Belgium,2025-01-29,Standard,1572.15
2864,Jamie Davis,gonzalezmelissa.2864@example.org,Mauritania,2021-09-20,Standard,1146.53
2865,James Lopez,angela80.2865@example.com,British Indian Ocean Territory (Chagos Archipelago),2025-06-13,Premium,7846.53
2866,Rebecca Chambers MD,wheelerrichard.2866@example.com,Andorra,2023-04-15,Standard,971.16
2867,Dominic Dawson,jeremiah70.2867@example.com,French Polynesia,2025-07-10,Premium,17887.16
2868,Meghan Shelton,ybarber.2868@example.org,Burundi,2021-02-28,Premium,9374.24
2869,Benjamin Williamson,christopherchristensen.2869@example.com,Guadeloupe,2020-03-05,Standard,883.25
2870,Yolanda Anderson,barbarafisher.2870@example.com,Ireland,2020-05-20,Basic,568.32
2871,Aaron Hall,johnwarner.2871@example.net,American Samoa,2026-08-16,Premium,13438.18
2872,Carlos Tucker,kaitlynjones.2872@example.net,Moldova,2020-07-15,Basic,572.29
2873,Gary Hess,ysmith.2873@example.net,India,2026-04-12,Basic,657.56
2874,Jacqueline Anderson,bobfoster.2874@example.com,Marshall Islands,2024-11-10,Basic,80.99
2875,Laurie Smith,hollandroy.2875@example.org,Cuba,2020-12-22,Basic,1.59
2876,Cynthia Johnson,vargasvanessa.2876@example.org,Haiti,2025-10-11,Basic,40.45
2877,Pamela Stevens,andrewbaker.2877@example.org,Heard Island and McDonald Islands,2020-12-18,Standard,2179.02
2878,Laura Holloway,xhorton.2878@example.org,India,2020-12-15,Standard,2816.59
2879,Scott Ford,williamsjennifer.2879@example.com,United States Virgin Islands,2023-11-06,Basic,264.88
2880,Donald Mccoy,qmichael.2880@example.com,Zambia,2021-12-05,Standard,2387.34
2881,Diane Mitchell,bradleymitchell.2881@example.net,Greenland,2021-12-11,Basic,583.35
2882,Barbara Kelley,williemartinez.2882@example.org,Iceland,2021-04-21,Basic,782.45
2883,Sarah Gill,crystal83.2883@example.com,Indonesia,2024-01-23,Standard,1518.22
2884,Jacqueline Martinez,kmoore.2884@example.net,Nicaragua,2020-03-06,Standard,665.0
2885,David Cain,swilliams.2885@example.com,Bosnia and Herzegovina,2021-08-21,Standard,2342.65
2886,Jermaine Phillips,tpittman.2886@example.net,Tonga,2023-09-13,Premium,16738.74
2887,Craig Marsh,katherinewinters.2887@example.com,Bahrain,2023-04-03,Standard,2180.44
2888,Melanie Jones,william01.2888@example.com,Denmark,2024-09-05,Basic,690.55
2889,Gregory Alexander,hendersonlisa.2889@example.com,Bahamas,2021-06-12,Standard,1239.31
2890,Kevin Parker,david44.2890@example.org,Montenegro,2024-05-01,Standard,2132.88
2891,Cindy Frazier,brian64.2891@example.net,Ghana,2025-01-29,Basic,211.08
2892,Kenneth Moss,usilva.2892@example.net,Senegal,2022-08-05,Premium,10035.92
2893,Jennifer Lewis,vgraham.2893@example.com,Greenland,2021-09-19,Basic,193.99
2894,Frank Lawson,jmcclure.2894@example.org,Estonia,2023-09-17,Premium,4781.61
2895,Amber Lopez,afoster.2895@example.com,Ecuador,2023-11-14,Basic,28.76
2896,Derek Foley,zabbott.2896@example.net,Sri Lanka,2020-08-17,Standard,2079.99
2897,John Robinson,elliottfrank.2897@example.net,Thailand,2023-10-12,Standard,2650.76
2898,Michael Clark,hannahmunoz.2898@example.com,Tokelau,2021-01-11,Standard,1080.37
2899,Tammy Morris,croberts.2899@example.org,Serbia,2023-10-21,Standard,1401.86
2900,Scott Delgado,lisadonovan.2900@example.com,Eritrea,2026-03-25,Standard,209.93
2901,Caitlin Le,scottsellers.2901@example.net,Trinidad and Tobago,2023-08-04,Basic,330.28
2902,Alison Davis,denise02.2902@example.org,Portugal,2025-02-02,Basic,225.06
2903,Casey Ramirez,brownchristina.2903@example.org,Burundi,2022-01-26,Premium,12335.6
2904,Kelly Preston,suzannesimpson.2904@example.org,Algeria,2026-03-03,Standard,2743.85
2905,Derrick Peterson,urivera.2905@example.org,Ukraine,2025-06-07,Basic,404.92
2906,Michael Dean,cbrown.2906@example.com,Cook Islands,2026-02-16,Basic,540.43
2907,Victoria Lewis,davidsmith.2907@example.com,Cape Verde,2024-12-15,Standard,2175.35
2908,Brittany Anderson,kiarareynolds.2908@example.net,Korea,2024-05-04,Premium,4743.77
2909,Nicholas Graves,nowens.2909@example.org,Antigua and Barbuda,2023-07-06,Basic,277.26
2910,Timothy Ramos,tmorales.2910@example.net,Cote d'Ivoire,2026-03-16,Standard,516.81
2911,Caroline Gordon,brian60.2911@example.com,Gabon,2025-09-02,Standard,1434.09
2912,Raven Evans,crystalmiller.2912@example.org,Austria,2022-10-14,Basic,709.83
2913,Jessica Harrington,rachaelnelson.2913@example.net,Haiti,2020-07-28,Standard,1546.62
2914,April Howe,ronniefisher.2914@example.com,Switzerland,2020-01-09,Basic,364.92
2915,Robert Bates,alexanderwilliams.2915@example.net,Guinea-Bissau,2021-07-24,Premium,5767.82
2916,Monica Campbell,yware.2916@example.com,Kiribati,2020-06-01,Basic,248.17
2917,Timothy Pollard,leslie79.2917@example.org,Qatar,2021-05-31,Basic,749.28
2918,Zachary Clarke,igoodman.2918@example.net,Equatorial Guinea,2020-09-24,Basic,242.4
2919,Robin Smith,vjohnson.2919@example.net,Finland,2026-07-23,Basic,585.11
2920,Cameron Mcgee,douglasbutler.2920@example.com,Nauru,2020-08-20,Basic,33.71
2921,Joshua Padilla,patricia12.2921@example.org,Turkmenistan,2024-03-10,Standard,559.28
2922,Kristina Morgan,guerrerorenee.2922@example.com,El Salvador,2022-05-08,Basic,249.18
2923,Patrick Huerta,smithcharles.2923@example.net,Turkey,2021-03-01,Basic,721.14
2924,Michele Torres,derricklee.2924@example.net,Luxembourg,2024-09-08,Standard,814.02
2925,Nicole Horton,gerald25.2925@example.com,Bahrain,2026-06-28,Standard,2234.88
2926,Kimberly Webb,reginaanderson.2926@example.com,Greenland,2025-04-14,Premium,5015.44
2927,Victoria Gonzalez,carlos80.2927@example.com,Saint Kitts and Nevis,2026-07-09,Standard,1915.96
2928,William Greene,barbara56.2928@example.com,Trinidad and Tobago,2023-12-12,Basic,469.46
2929,Loretta Bradley,peter58.2929@example.com,South Africa,2024-07-02,Standard,1941.45
2930,Aaron Oliver,rlee.2930@example.net,Uruguay,2020-12-23,Standard,1001.57
2931,Joshua Berry,zmoore.2931@example.org,Cambodia,2025-09-12,Standard,653.89
2932,Jason Kelly,zmiller.2932@example.org,Ghana,2024-12-31,Premium,17956.74
2933,Max Mills,acohen.2933@example.com,Iran,2021-09-12,Basic,455.56
2934,Vincent Scott,mark57.2934@example.com,Jersey,2022-05-16,Standard,793.72
2935,Joseph Lamb,adam06.2935@example.net,Sri Lanka,2024-01-31,Premium,9439.92
2936,Harry Nguyen,kellybrown.2936@example.org,Cape Verde,2020-02-01,Premium,3207.65
2937,Jose Carr,patriciahensley.2937@example.com,Venezuela,2025-06-20,Basic,380.3
2938,Joseph Simmons,adam33.2938@example.net,Malaysia,2021-11-16,Basic,339.11
2939,Jodi Mullen,maryhoover.2939@example.org,Ireland,2020-07-02,Premium,4389.07
2940,Daniel Day,brandondean.2940@example.com,Bahamas,2022-03-18,Premium,9998.7
2941,Logan Nichols,brandonsteele.2941@example.net,Antarctica (the territory South of 60 deg S),2025-08-02,Standard,1990.69
2942,Lauren Hamilton,julie34.2942@example.net,Bahrain,2021-10-31,Premium,18712.83
2943,Don Branch,kcarlson.2943@example.com,Moldova,2023-08-09,Basic,562.55
2944,Adam Stewart,daniel56.2944@example.net,Armenia,2025-06-05,Premium,11043.84
2945,Katherine Travis,wharris.2945@example.com,American Samoa,2020-03-23,Standard,2356.14
2946,Stacy Silva,tyrone39.2946@example.com,Niue,2025-01-29,Standard,983.82
2947,Luis Nelson,taylortoni.2947@example.org,Pakistan,2021-12-05,Standard,2072.59
2948,Lindsay Farmer,solistara.2948@example.com,Grenada,2024-08-25,Standard,214.17
2949,Brittany Perez,cheryl07.2949@example.org,Mongolia,2021-04-04,Premium,3305.92
2950,Julia Lynch,eortega.2950@example.com,Zimbabwe,2020-12-05,Standard,1947.94
2951,Wendy Mcdaniel,douglascarl.2951@example.com,Saint Helena,2025-04-09,Premium,5465.89
2952,Larry Buchanan,jamesmason.2952@example.net,Mali,2025-05-26,Premium,14397.13
2953,Jason Sanchez,zhorton.2953@example.com,Seychelles,2026-07-24,Basic,509.4
2954,Heather Dunn,garysnow.2954@example.org,Saint Barthelemy,2024-07-11,Standard,378.27
2955,Christine Sweeney,gabriel67.2955@example.com,Kenya,2023-02-11,Standard,1298.99
2956,Cindy Levy,hollycruz.2956@example.org,United States Virgin Islands,2021-04-20,Premium,13034.04
2957,Rebecca Davis,watsontina.2957@example.net,Mauritius,2021-12-21,Basic,570.79
2958,Samantha Hart,kenneththomas.2958@example.com,Israel,2024-05-01,Basic,652.87
2959,Nathaniel Robinson,mahoneysarah.2959@example.org,Lebanon,2022-04-25,Basic,264.35
